"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://ten10.com/tech-academy/","text/html; charset=UTF-8","200","OK","Indexable","","Tech Academy | Ten10","20","202","Bridge the tech skills gap in your business with Ten10's recruit, train, deploy Tech Academy. Find trained technologists to work across software development, cloud systems, RPA","176","1121","","0","Tech Academy","12","AI/machine learning skills","26","See how we provide businesses with the technologists they need to stay ahead of their competition","97","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/tech-academy/","","","","","","179394","40963","40963","15.692","","2536","370","6.854","48.192","Hard","9.946","1","1","","1803","426","0","100.000","78","31","0","8","6","0","","","","","d1c120cb669602ff8642620e9fece799","0.044","","","","","en-GB","1.1","","","","","","https://ten10.com/tech-academy/","2026-02-03 09:55:28"
"https://ten10.com/blog/building-automation-culture-through-human-ai-collaboration/","text/html; charset=UTF-8","200","OK","Indexable","","Building a culture of automation through Human + AI collaboration | Ten10","73","658","Learn how organisations can create a collaborative environment where the strengths of humans and AI pave the way for continuous innovation.","139","910","","0","Building a sustainable automation culture through Human + AI collaboration","74","Creating a culture where automation thrives","43","The power of Human + AI collaboration","37","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/blog/building-automation-culture-through-human-ai-collaboration/","","","","","","126593","33471","33471","12.822","","1710","270","6.333","48.671","Hard","9.615","1","2","","21","6","0","1.410","80","35","0","7","5","0","","","","","7622fc36fab6079f1fd615cdc7b892c","0.157","","","","","en-GB","1.1","","","","","","https://ten10.com/blog/building-automation-culture-through-human-ai-collaboration/","2026-02-03 09:55:29"
"https://ten10.com/consultancy/quality-engineering/","text/html; charset=UTF-8","200","OK","Indexable","","Quality Engineering Consultancy & Services | Ten10","50","453","Ten10 deliver Quality Engineering advisory services including software testing, consultancy and leadership in continuous delivery and DevOps.","141","897","","0","Quality Engineering Consultancy & Services","42","Explore Ten10's Quality Engineering Services","44","What is Quality Engineering and how can it transform your organisation?","71","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/consultancy/quality-engineering/","","","","","","151931","39370","39370","15.082","","1665","250","6.660","41.291","Hard","8.031","1","2","","921","426","0","100.000","83","39","0","7","5","0","","","","","f98970690b5619b05f2f72428c89ed84","0.412","","","","","en-GB","1.1","","","","","","https://ten10.com/consultancy/quality-engineering/","2026-02-03 09:55:28"
"https://ten10.com/consultancy/robotic-process-automation-services/","text/html; charset=UTF-8","200","OK","Indexable","","Robotic Process Automation (RPA) Consultancy Services | Ten10","61","574","Reap the benefits of quality Robotic Process Automation (RPA) implementation and expert RPA knowledge to streamline projects that add value to your organisation","160","1041","","0","Robotic Process Automation (RPA) Consultancy Services","53","Our expert RPA Consultants can help you deliver effective projects that add value to your organisation today","108","Benefits of using Robotic Process Automation (RPA)","50","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/consultancy/robotic-process-automation-services/","","","","","","199519","47315","47315","18.125","","2135","385","5.545","36.920","Hard","7.866","1","2","","927","426","0","100.000","86","40","0","7","5","0","","","","","dce7f93a67b43db60c05ce7358f829a","0.452","","","","","en-GB","1.1","","","","","","https://ten10.com/consultancy/robotic-process-automation-services/","2026-02-03 09:55:28"
"https://ten10.com/cookie-policy/","text/html; charset=UTF-8","200","OK","Indexable","","Cookie Policy | Ten10","21","190","Want to know how we use cookies? Read our Cookie Policy to learn what types we use and how you can control your cookie preferences.","131","865","","0","Cookie Policy","13","1. Introduction","15","2. What are cookies?","20","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/cookie-policy/","","","","","","140531","32354","32354","12.394","","2217","732","3.029","52.610","Fairly Hard","11.541","1","1","","442","426","0","100.000","66","26","0","43","37","0","","","","","d4058397a18e70ce925eb2aa8b2b71bc","0.069","","","","","en-GB","1.1","","","","","","https://ten10.com/cookie-policy/","2026-02-03 09:55:29"
"https://ten10.com/company/","text/html; charset=UTF-8","200","OK","Indexable","","Company | Ten10","15","155","Ten10 is a leading provider of Tech Talent, Quality Engineering and Automation consulting services to help businesses deliver tangible results.","143","897","","0","Company","7","Leading the way in Cloud, Data, Quality Engineering AI, Automation solutions and Next-Gen Tech Talent","101","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/company/","","","","","","113308","28879","28879","11.063","","921","136","6.772","49.225","Hard","6.124","1","1","","876","426","0","100.000","72","27","0","7","5","0","","","","","1dacac17393b7deee7209f26799a30d0","0.358","","","","","en-GB","1.1","","","","","","https://ten10.com/company/","2026-02-03 09:55:29"
"https://ten10.com/insights/","text/html; charset=UTF-8","200","OK","Indexable","","Insights | Ten10","16","142","Read Ten10's expert insights, including blogs, webinars and whitepapers from our technical consultants across a wide range of industries.","137","870","","0","Insights","8","Learn more","10","What is cognitive automation and when should you use it?","56","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/insights/","","","","","","128562","31877","31877","12.211","","799","177","4.514","41.312","Hard","4.894","1","1","","1197","426","0","100.000","80","41","0","7","5","0","","","","","35a747a1edba245d8487ca72bd9484e2","0.039","","","","","en-GB","1.1","","","","","","https://ten10.com/insights/","2026-02-03 09:55:29"
"https://ten10.com/consultancy/","text/html; charset=UTF-8","200","OK","Indexable","","Consultancy Services: Quality Engineering & Automation | Ten10","62","566","Ten10’s Consultancy team delivers industry leading Quality Engineering, Automation,Cloud & DevOps and Business Analysis solutions and services.","143","932","","0","Consultancy","11","Quality Engineering","19","AI and Automation","17","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/consultancy/","","","","","","124404","30969","30969","11.864","","1137","171","6.649","34.904","Hard","7.019","1","1","","884","426","0","100.000","74","28","0","7","5","0","","","","","fe0705de35ad579198aba29112069b06","0.048","","","","","en-GB","1.1","","","","","","https://ten10.com/consultancy/","2026-02-03 09:55:30"
"https://ten10.com/consultancy/software-testing-quality-assurance-services/data-testing/","text/html; charset=UTF-8","200","OK","Indexable","","Data Testing Services | Ten10","29","262","Dependable data testing has never been so important. Learn how our expert consultants can create a bespoke solution to maximise your return on investment.","154","1006","","0","Data Testing Services","21","Data analysis and reporting, big data testing and data migration services","73","How adopting an Agile approach reduced regression testing time by 70%","69","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/consultancy/software-testing-quality-assurance-services/data-testing/","","","","","","128927","35881","35881","13.745","","1259","179","7.034","43.599","Hard","7.259","1","3","","17","3","0","0.700","70","30","0","7","5","0","","","","","38669404232f81626bf679b2a68401a2","0.359","","","","","en-GB","1.1","","","","","","https://ten10.com/consultancy/software-testing-quality-assurance-services/data-testing/","2026-02-03 09:55:29"
"https://ten10.com/tenology/","text/html; charset=UTF-8","200","OK","Indexable","","Tenology® | Ten10","17","168","Find out about Tenology®, Ten10's methodology for consistently delivering our industry-leading services and solutions for our clients.","134","841","","0","Tenology®","9","Tenology®","9","Tenology®: Ten10's Delivery Methodology","39","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/tenology/","","","","","","107986","28632","28632","10.968","","783","130","6.023","44.379","Hard","5.641","1","1","","893","426","0","100.000","73","29","0","7","5","0","","","","","ab527e594797000b7b9e1806aa3dbd13","0.330","","","","","en-GB","1.1","","","","","","https://ten10.com/tenology/","2026-02-03 09:55:29"
"https://ten10.com/company/corporate-and-social-responsibility/environmental-social-and-corporate-governance/","text/html; charset=UTF-8","200","OK","Indexable","","Environmental, Social and Corporate Governance | Ten10","54","502","Ten10 has always been committed to changing the tech industry for the better. Read about our commitment to environmental, social and corporate governance.","154","1015","","0","Environmental, Social and Corporate Governance","46","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/company/corporate-and-social-responsibility/environmental-social-and-corporate-governance/","","","","","","111539","29042","29042","11.125","","840","124","6.774","45.564","Hard","5.763","1","3","","868","426","0","100.000","69","29","0","7","5","0","","","","","bf4af6bfca989c8ae1a5e122340d2a1a","0.013","","","","","en-GB","1.1","","","","","","https://ten10.com/company/corporate-and-social-responsibility/environmental-social-and-corporate-governance/","2026-02-03 09:55:30"
"https://ten10.com/company/corporate-and-social-responsibility/","text/html; charset=UTF-8","200","OK","Indexable","","Corporate & Social Responsibility | Ten10","41","362","We remain committed to treating everyone the same, regardless of their background. Click to read our Corporate and Social Responsibility statement.","147","946","","0","Corporate & Social Responsibility","33","Equality","8","Fundraising at Ten10","20","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/company/corporate-and-social-responsibility/","","","","","","109804","28612","28612","10.961","","851","131","6.496","51.023","Fairly Hard","5.837","1","2","","890","426","0","100.000","66","26","0","8","6","0","","","","","f4e610088164151bb02b219f20ae82e0","0.016","","","","","en-GB","1.1","","","","","","https://ten10.com/company/corporate-and-social-responsibility/","2026-02-03 09:55:30"
"https://ten10.com/company/press/","text/html; charset=UTF-8","200","OK","Indexable","","Press | Ten10","13","121","See where Ten10's expert Consultants and Senior Leadership Team have been featured in online press, sharing their expert IT insights.","133","856","","0","Ten10 in the Press","18","See where Ten10's expert Consultants and Senior Leadership Team have been featured in online press","98","Get in touch","12","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/company/press/","","","","","","211824","41828","41828","16.024","","1314","245","5.363","64.383","Normal","4.293","1","2","","868","426","0","100.000","66","26","0","63","59","0","","","","","785821c963f276980b98951c810cb557","0.023","","","","","en-GB","1.1","","","","","","https://ten10.com/company/press/","2026-02-03 09:55:30"
"https://ten10.com/ai/","text/html; charset=UTF-8","200","OK","Indexable","","Artificial Intelligence (AI) Solutions | Ten10","46","376","Need help to accelerate your AI journey? Learn how we implement AI solutions into our software testing, DevOps, and RPA services.","129","834","","0","Artificial Intelligence, Intelligently Delivered","48","An intelligent approach to AI implementation that goes beyond the hype","70","says 85% of Artificial Intelligence (AI) and Machine Learning (ML) projects fail to produce a return for the business (Forbes 2023)","131","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/ai/","","","","","","145245","35741","35741","13.692","","1829","255","7.173","45.480","Hard","8.905","1","1","","896","426","0","100.000","82","33","0","7","5","0","","","","","b3dbc9e8be975e2d16bf181d350e171a","0.355","","","","","en-GB","1.1","","","","","","https://ten10.com/ai/","2026-02-03 09:55:30"
"https://ten10.com/consultancy/automation-services/","text/html; charset=UTF-8","200","OK","Indexable","","Automation Consultancy Services | Ten10","39","369","Our automation consultancy services are delivered by experienced Automation Consultants ensuring you can deliver your business outcomes.","136","898","","0","Automation Services","19","Discover the Power of Automation","32","Tailored Automation Solutions for your Business","47","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/consultancy/automation-services/","","","","","","122853","30523","30523","11.693","","972","146","6.658","44.455","Hard","6.063","1","2","","888","426","0","100.000","77","30","0","7","5","0","","","","","268704bb9ff442966fd33376ed264269","0.019","","","","","en-GB","1.1","","","","","","https://ten10.com/consultancy/automation-services/","2026-02-03 09:55:30"
"https://ten10.com/consultancy/business-analysis/","text/html; charset=UTF-8","200","OK","Indexable","","Business Analysis | Ten10","25","232","Learn how our expert Business Analysts use requirement definition and business process design to support clients just like you.","127","806","","0","Business Analysis","17","Empowering change and driving success with expert Business Analysis","67","Tackle common challenges with Business Analysis from Ten10","58","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/consultancy/business-analysis/","","","","","","142143","34879","34879","13.361","","1433","224","6.397","38.698","Hard","7.583","1","2","","881","426","0","100.000","76","29","0","7","5","0","","","","","9b73a0c909050af7b718ab4a56f43674","0.053","","","","","en-GB","1.1","","","","","","https://ten10.com/consultancy/business-analysis/","2026-02-03 09:55:31"
"https://ten10.com/company/corporate-and-social-responsibility/diversity-and-inclusion/","text/html; charset=UTF-8","200","OK","Indexable","","Diversity & Inclusion | Ten10","29","249","Read about our commitment to diversity and inclusion commitment, including our dedication to promoting and empowering women in technology.","138","922","","0","Diversity & Inclusion","21","Women in Tech","13","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/company/corporate-and-social-responsibility/diversity-and-inclusion/","","","","","","107180","28277","28277","10.832","","670","106","6.321","50.286","Fairly Hard","4.840","1","3","","890","426","0","100.000","66","26","0","7","5","0","","","","","464b971e1646c3e6634283c67884e8c0","0.365","","","","","en-GB","1.1","","","","","","https://ten10.com/company/corporate-and-social-responsibility/diversity-and-inclusion/","2026-02-03 09:55:30"
"https://ten10.com/blog/deciding-your-agentic-ai-use-case/","text/html; charset=UTF-8","200","OK","Indexable","","Deciding your agentic AI use case | Ten10","41","368","Eager to adopt AI? Determine which agentic AI use case aligns best with your organisation's strategic objectives and operational needs.","135","857","","0","Deciding your agentic AI use case","33","The AI agency gap","17","Deciding your agentic AI use case","33","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/blog/deciding-your-agentic-ai-use-case/","","","","","","132514","35696","35696","13.674","","2062","306","6.739","41.586","Hard","11.089","1","2","","21","6","0","1.410","79","35","0","8","6","0","","","","","3b914c84e13abff2ccbaf5ca1aff97f9","0.391","","","","","en-GB","1.1","","","","","","https://ten10.com/blog/deciding-your-agentic-ai-use-case/","2026-02-03 09:55:30"
"https://ten10.com/podcast/practical-considerations-for-ai-adoption-part-1/","text/html; charset=UTF-8","200","OK","Indexable","","Practical considerations for AI adoption: Part 1 | Ten10","56","483","Ash and Miriam discuss what AI means for organisations and how businesses can unlock deeper value and innovation.","113","751","","0","Practical considerations for AI adoption: Part 1","48","What mindset shifts enable businesses to use AI as a competitive edge, especially in industries resistant to change?","116","Our Presenters","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/podcast/practical-considerations-for-ai-adoption-part-1/","","","","","","147544","41774","41774","16.003","","4940","651","7.588","72.678","Fairly Easy","20.130","1","2","","24","6","0","1.410","82","35","0","9","6","0","","","","","1a3e11779736b6b49916b9cae9d55c58","1.542","","","","","en-GB","1.1","","","","","","https://ten10.com/podcast/practical-considerations-for-ai-adoption-part-1/","2026-02-03 09:55:29"
"https://ten10.com/company/values/","text/html; charset=UTF-8","200","OK","Indexable","","Values | Ten10","14","131","Ten10's values help to create a way of working with professionalism and integrity at its core, making us a great company to work both for and with.","147","926","","0","Values","6","The right way of working","24","Get in touch","12","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/company/values/","","","","","","108183","28493","28493","10.915","","806","124","6.500","54.759","Fairly Hard","5.587","1","2","","869","426","0","100.000","67","27","0","7","5","0","","","","","eb96edd20de909f2494f4030beede49","0.032","","","","","en-GB","1.1","","","","","","https://ten10.com/company/values/","2026-02-03 09:55:31"
"https://ten10.com/case-studies/increasing-motabilitys-rate-of-delivery-through-test-automation/","text/html; charset=UTF-8","200","OK","Indexable","","Increasing rate of delivery for Motability Operations | Ten10","61","522","Read how we helped Motability Operations modernise and increase its rate of delivery through the greater adoption of test automation.","133","854","","0","Increasing rate of delivery for Motability Operations through test automation","77","The Goal","8","The Challenge","13","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/case-studies/increasing-motabilitys-rate-of-delivery-through-test-automation/","","","","","","127705","32991","32991","12.638","","1551","233","6.657","47.678","Hard","8.842","2","2","","23","8","0","1.880","81","37","0","7","5","0","","","","","53b59f5ee660a42643a25456af97ca95","0.331","","","","","en-GB","1.1","","","","","","https://ten10.com/case-studies/increasing-motabilitys-rate-of-delivery-through-test-automation/","2026-02-03 09:55:31"
"https://ten10.com/blog/meet-our-academy-consultants-caprice-thompson/","text/html; charset=UTF-8","200","OK","Indexable","","Meet our Academy Consultants - Caprice Thompson | Ten10","55","532","Read about the range of roles and responsibilities Caprice has enjoyed over the first two years of her tech career.","115","713","","0","Meet our Academy Consultants – Caprice Thompson","47","Read about the range of roles and responsibilities Caprice has enjoyed over the first two years of her tech career","114","Find talented prospects like Caprice today","42","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/blog/meet-our-academy-consultants-caprice-thompson/","","","","","","126809","33788","33788","12.944","","1911","265","7.211","74.143","Fairly Easy","9.484","2","2","","22","7","0","1.640","80","36","0","7","5","0","","","","","c46d551354b5e24f2b01753d2f347826","0.359","","","","","en-GB","1.1","","","","","","https://ten10.com/blog/meet-our-academy-consultants-caprice-thompson/","2026-02-03 09:55:31"
"https://ten10.com/company/join-our-tech-academy/","text/html; charset=UTF-8","200","OK","Indexable","","Join our Tech Academy | Ten10","29","279","Begin your career in Software Testing & Technology by joining our Ten10 academy. We will give you the knowledge, tools and environment to succeed.","146","952","","0","Join our Tech Academy","21","Join the Ten10 Technology Academy","33","Ready to Join?","14","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://ten10.com/company/join-our-tech-academy/","","","","","","119603","30838","30838","11.813","","1111","158","7.032","59.206","Fairly Hard","6.567","1","2","","867","426","0","100.000","69","28","0","9","7","0","","","","","d38bdb65ca1bc5dceef3f52410ae75cf","2.461","","","","","en-GB","1.1","","","","","","https://ten10.com/company/join-our-tech-academy/","2026-02-03 09:55:29"
